User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration (Months)
JIO1321,Basic,4.04,2022-07-01,2024-10-17,UK,60,Female,Smart TV,6
JIO1322,Basic,1.06,2022-11-18,2023-06-22,India,46,Female,Tablet,6
JIO1323,Basic,12.82,2020-03-21,2024-01-01,UK,24,Male,Mobile,6
JIO1324,Basic,4.65,2021-10-17,2024-03-26,Australia,28,Other,Smart TV,1
JIO1325,Basic,13.73,2022-04-06,2023-11-04,UK,27,Other,Laptop,6
JIO1326,Basic,3.24,2020-04-16,2023-12-20,Canada,58,Other,Smart TV,6
JIO1327,Premium,5.97,2021-12-29,2024-06-09,Canada,43,Female,Mobile,1
JIO1328,Basic,14.92,2020-07-29,2024-07-13,Australia,22,Male,Tablet,12
JIO1329,Free,10.22,2021-06-02,2023-10-04,India,28,Female,Smart TV,1
JIO1330,Premium,5.49,2020-07-28,2024-11-08,India,24,Other,Tablet,6
JIO1331,Premium,10.63,2023-12-09,2023-08-21,Canada,42,Other,Mobile,12
JIO1332,Basic,3.99,2020-05-02,2023-11-24,Australia,23,Other,Laptop,12
JIO1333,Basic,2.35,2022-08-05,2024-06-07,Canada,20,Female,Mobile,3
JIO1334,Free,8.03,2022-01-17,2024-08-17,UK,19,Male,Tablet,12
JIO1335,Free,5.87,2023-07-12,2023-09-05,Canada,44,Other,Smart TV,6
JIO1336,Free,4.55,2020-08-12,2023-08-19,Canada,51,Other,Smart TV,12
JIO1337,Basic,8.99,2021-04-17,2023-11-24,UK,48,Female,Smart TV,12
JIO1338,Premium,6.92,2020-01-23,2024-03-03,Canada,37,Male,Mobile,3
JIO1339,Premium,6.28,2020-08-02,2023-12-30,Canada,40,Male,Laptop,12
JIO1340,Basic,4.23,2023-06-11,2024-05-06,India,20,Other,Mobile,3
JIO1341,Premium,2.81,2023-02-17,2024-11-25,USA,54,Male,Mobile,3
JIO1342,Basic,0.88,2023-03-04,2023-11-07,UK,50,Other,Mobile,1
JIO1343,Basic,10.87,2020-04-18,2024-05-04,USA,30,Other,Tablet,1
JIO1344,Free,8.7,2024-01-11,2023-07-29,India,27,Male,Mobile,1
JIO1345,Free,6.74,2023-04-22,2024-06-23,Australia,57,Other,Laptop,1
JIO1346,Premium,8.07,2022-03-25,2023-04-24,India,59,Other,Mobile,6
JIO1347,Basic,14.85,2020-02-04,2023-11-20,UK,46,Male,Smart TV,12
JIO1348,Free,14.81,2020-10-06,2023-09-07,Canada,43,Male,Tablet,6
JIO1349,Basic,6.68,2021-08-16,2024-10-12,USA,36,Male,Laptop,12
JIO1350,Free,10.85,2022-01-03,2023-12-08,India,48,Other,Tablet,12
JIO1351,Free,5.82,2023-03-27,2024-06-28,Canada,25,Male,Smart TV,3
JIO1352,Free,3.33,2021-11-14,2023-06-01,Australia,41,Male,Smart TV,3
JIO1353,Premium,3.51,2023-12-23,2023-07-13,Canada,42,Other,Smart TV,3
JIO1354,Free,9.64,2023-04-07,2023-11-13,UK,45,Male,Laptop,6
JIO1355,Premium,9.45,2022-01-30,2023-08-31,Canada,56,Male,Laptop,12
JIO1356,Free,10.75,2022-08-21,2024-07-22,India,57,Other,Tablet,6
JIO1357,Premium,7.87,2021-02-11,2024-01-19,Canada,36,Other,Smart TV,6
JIO1358,Free,9.03,2020-09-02,2023-07-20,USA,24,Other,Tablet,12
JIO1359,Free,3.09,2022-07-13,2024-04-10,USA,49,Female,Mobile,6
JIO1360,Basic,6.85,2020-01-22,2024-10-20,USA,44,Female,Tablet,3
JIO1361,Premium,2.84,2023-03-19,2023-06-07,India,34,Other,Mobile,1
JIO1362,Basic,3.08,2022-11-08,2023-10-31,USA,31,Female,Mobile,3
JIO1363,Premium,0.79,2022-03-21,2023-10-04,Australia,54,Male,Mobile,3
JIO1364,Free,8.82,2022-06-24,2024-03-21,Canada,57,Female,Mobile,6
JIO1365,Basic,14.5,2023-02-13,2023-12-21,UK,58,Female,Smart TV,1
JIO1366,Basic,11.16,2022-01-28,2023-10-18,Canada,40,Male,Mobile,1
JIO1367,Premium,9.81,2021-04-03,2023-09-12,Canada,26,Female,Tablet,12
JIO1368,Basic,12.46,2020-08-04,2024-08-22,India,32,Other,Laptop,12
JIO1369,Premium,6.64,2022-09-19,2023-05-14,Canada,52,Male,Laptop,12
JIO1370,Basic,13.53,2023-12-28,2023-08-22,Australia,43,Female,Tablet,1
JIO1371,Premium,13.2,2020-01-24,2023-07-18,Australia,28,Male,Tablet,1
JIO1372,Free,5.48,2021-11-12,2024-05-26,USA,25,Other,Laptop,6
JIO1373,Basic,8.36,2021-12-24,2024-03-18,India,26,Male,Mobile,3
JIO1374,Free,9.44,2022-10-04,2024-02-26,India,54,Female,Mobile,12
JIO1375,Basic,6.17,2020-04-09,2024-06-24,Australia,38,Male,Tablet,3
JIO1376,Premium,3.55,2023-02-03,2024-07-23,UK,52,Other,Tablet,3
JIO1377,Premium,14.94,2022-03-07,2024-09-04,India,57,Female,Smart TV,1
JIO1378,Premium,5.52,2024-01-26,2023-11-13,USA,33,Female,Mobile,3
JIO1379,Free,8.47,2021-04-30,2023-06-17,India,18,Other,Tablet,12
JIO1380,Basic,10.35,2023-10-18,2023-06-12,Australia,41,Male,Laptop,1
JIO1381,Basic,6.3,2022-05-18,2024-10-12,UK,31,Male,Tablet,3
JIO1382,Free,2.83,2021-03-05,2023-12-23,USA,46,Female,Smart TV,3
JIO1383,Basic,11.35,2023-01-06,2023-05-16,UK,30,Female,Tablet,6
JIO1384,Premium,3.72,2023-05-27,2024-11-27,India,41,Female,Smart TV,3
JIO1385,Free,7.13,2021-02-23,2023-05-13,USA,23,Female,Mobile,1
JIO1386,Free,9.15,2023-07-28,2024-10-13,Australia,47,Other,Smart TV,6
JIO1387,Premium,13.33,2024-02-02,2023-12-26,India,49,Male,Laptop,1
JIO1388,Free,0.33,2023-02-16,2024-08-15,UK,55,Male,Smart TV,1
JIO1389,Premium,6.42,2022-04-26,2024-06-09,USA,36,Other,Mobile,12
JIO1390,Basic,14.08,2022-10-26,2024-03-02,USA,51,Male,Smart TV,12
JIO1391,Free,4.4,2020-06-30,2024-12-03,India,28,Male,Mobile,1
JIO1392,Free,3.61,2021-01-18,2024-10-08,UK,22,Female,Tablet,6
JIO1393,Free,13.66,2021-04-07,2023-07-29,UK,27,Male,Mobile,12
JIO1394,Basic,10.46,2021-02-03,2024-03-13,UK,33,Male,Laptop,3
JIO1395,Basic,9.5,2021-04-22,2024-04-10,USA,48,Other,Mobile,1
JIO1396,Premium,14.35,2020-01-19,2024-08-05,Canada,30,Female,Mobile,1
JIO1397,Free,1.66,2023-03-01,2024-03-04,UK,51,Male,Laptop,12
JIO1398,Basic,1.95,2020-02-06,2023-12-20,USA,37,Male,Tablet,6
JIO1399,Free,2.65,2021-04-01,2023-07-11,India,35,Male,Mobile,6
JIO1400,Premium,2.24,2022-04-15,2023-06-30,Canada,58,Male,Tablet,1
JIO1401,Free,13.4,2020-05-29,2024-09-11,Australia,36,Other,Smart TV,3
JIO1402,Premium,3.29,2022-04-11,2023-11-29,India,51,Female,Mobile,1
JIO1403,Premium,9.49,2023-09-29,2023-09-21,UK,30,Female,Smart TV,12
JIO1404,Free,13.92,2021-05-11,2024-04-05,India,40,Female,Mobile,12
JIO1405,Basic,6.82,2021-02-27,2024-01-03,USA,31,Other,Laptop,3
JIO1406,Free,6.77,2020-08-14,2024-01-26,USA,46,Male,Smart TV,1
JIO1407,Free,14.21,2020-06-03,2024-02-01,India,54,Female,Tablet,3
JIO1408,Free,0.04,2023-04-08,2023-06-26,Canada,57,Male,Smart TV,12
JIO1409,Free,11.35,2022-07-03,2024-05-04,Canada,51,Female,Laptop,6
JIO1410,Premium,5.55,2020-01-03,2024-07-03,Australia,20,Female,Tablet,6
JIO1411,Premium,4.76,2020-05-19,2023-10-04,USA,55,Male,Mobile,1
JIO1412,Premium,14.61,2022-03-15,2024-05-17,Australia,30,Male,Tablet,1
JIO1413,Free,0.64,2021-03-18,2024-10-07,India,18,Other,Mobile,6
JIO1414,Premium,7.57,2023-09-11,2024-09-13,Canada,25,Female,Tablet,6
JIO1415,Premium,14.19,2023-10-12,2024-11-19,USA,27,Other,Laptop,12
JIO1416,Basic,13.68,2021-06-10,2023-12-09,USA,57,Other,Mobile,12
JIO1417,Premium,10.03,2023-05-01,2023-05-19,UK,54,Other,Smart TV,12
JIO1418,Basic,4.61,2020-01-16,2024-04-23,Australia,26,Male,Mobile,12
JIO1419,Basic,13.03,2021-02-19,2023-10-06,Australia,24,Male,Mobile,12
JIO1420,Basic,12.27,2023-07-10,2023-11-30,UK,25,Male,Tablet,3
JIO1421,Basic,11.36,2023-04-12,2023-12-28,Canada,24,Other,Laptop,1
JIO1422,Basic,8.25,2021-02-19,2023-10-28,UK,56,Other,Smart TV,3
JIO1423,Basic,3.05,2020-01-15,2023-11-10,Canada,31,Male,Laptop,3
JIO1424,Premium,9.76,2021-08-22,2024-10-21,USA,22,Female,Mobile,6
JIO1425,Free,14.14,2020-08-13,2024-02-12,India,59,Female,Mobile,6
JIO1426,Basic,13.62,2023-04-19,2023-09-07,India,45,Other,Tablet,6
JIO1427,Basic,6.65,2020-03-14,2024-01-09,USA,42,Female,Tablet,6
JIO1428,Premium,10.8,2023-08-04,2024-02-15,India,42,Other,Smart TV,1
JIO1429,Premium,0.99,2023-07-12,2023-07-30,India,50,Female,Mobile,3
JIO1430,Free,4.91,2023-05-15,2024-09-04,UK,52,Male,Laptop,6
JIO1431,Basic,2.69,2023-09-17,2023-11-02,USA,21,Other,Mobile,1
JIO1432,Basic,0.88,2020-08-02,2023-06-09,India,51,Male,Laptop,12
JIO1433,Free,12.41,2020-08-23,2023-09-24,Australia,41,Male,Tablet,12
JIO1434,Premium,7.62,2022-04-11,2024-08-14,India,23,Male,Mobile,6
JIO1435,Basic,3.65,2022-12-05,2023-07-04,India,55,Female,Smart TV,12
JIO1436,Free,4.51,2023-08-12,2023-11-05,Australia,43,Other,Tablet,3
JIO1437,Basic,9.44,2023-10-21,2024-09-02,India,32,Other,Smart TV,6
JIO1438,Premium,7.19,2023-09-25,2024-10-14,India,51,Female,Smart TV,12
JIO1439,Basic,10.08,2020-07-12,2024-11-14,India,36,Female,Laptop,6
JIO1440,Free,2.02,2022-11-08,2024-07-20,USA,35,Female,Mobile,3
JIO1441,Free,8.98,2022-09-24,2024-10-15,Canada,41,Other,Smart TV,6
JIO1442,Premium,10.92,2022-06-18,2024-01-08,Canada,37,Female,Laptop,1
JIO1443,Premium,0.04,2021-07-03,2023-11-23,India,42,Male,Mobile,12
JIO1444,Basic,2.13,2022-09-21,2024-08-07,India,31,Female,Smart TV,12
JIO1445,Free,3.12,2023-12-02,2023-06-28,Australia,60,Female,Laptop,3
JIO1446,Premium,8.25,2020-01-25,2024-11-07,Canada,21,Other,Mobile,3
JIO1447,Free,4.54,2024-02-01,2023-07-30,UK,19,Male,Smart TV,1
JIO1448,Free,14.0,2021-10-02,2024-06-20,UK,19,Female,Mobile,1
JIO1449,Free,9.29,2023-06-04,2023-04-16,Australia,36,Other,Laptop,3
JIO1450,Basic,9.76,2022-01-04,2024-08-07,UK,25,Female,Smart TV,1
JIO1451,Premium,3.96,2020-01-08,2024-07-01,Australia,58,Other,Smart TV,1
JIO1452,Premium,2.25,2023-03-21,2024-03-28,Canada,31,Female,Laptop,6
JIO1453,Basic,8.65,2021-08-21,2023-11-04,Canada,52,Other,Mobile,3
JIO1454,Basic,10.8,2023-11-23,2024-08-07,India,22,Female,Mobile,6
JIO1455,Free,4.73,2020-08-15,2023-07-20,Canada,47,Female,Tablet,3
JIO1456,Free,7.83,2020-06-25,2024-08-05,Canada,46,Female,Tablet,12
JIO1457,Basic,0.22,2021-06-23,2024-07-22,Canada,26,Other,Smart TV,6
JIO1458,Free,2.03,2023-06-03,2023-12-08,Australia,23,Female,Laptop,12
JIO1459,Premium,6.24,2023-05-16,2024-09-06,Australia,57,Other,Laptop,12
JIO1460,Free,7.02,2023-05-20,2024-09-10,India,50,Other,Tablet,1
JIO1461,Basic,8.99,2021-02-09,2024-11-28,USA,18,Other,Laptop,1
JIO1462,Basic,9.59,2023-05-31,2024-10-02,USA,28,Female,Smart TV,1
JIO1463,Basic,7.91,2022-12-13,2024-03-10,Australia,18,Other,Laptop,12
JIO1464,Basic,14.97,2020-04-21,2024-05-21,UK,20,Other,Tablet,12
JIO1465,Free,10.06,2022-08-28,2024-02-20,Canada,58,Female,Mobile,3
JIO1466,Free,0.5,2021-05-09,2023-10-21,UK,43,Other,Smart TV,1
JIO1467,Basic,6.15,2021-11-05,2023-08-14,UK,32,Male,Laptop,6
JIO1468,Premium,2.13,2022-12-06,2024-01-01,Australia,59,Other,Smart TV,6
JIO1469,Basic,4.86,2020-08-01,2024-09-19,Australia,55,Other,Laptop,6
JIO1470,Basic,8.82,2022-07-31,2024-11-16,Canada,25,Other,Mobile,3
JIO1471,Free,0.93,2024-01-10,2024-02-23,UK,24,Female,Tablet,12
JIO1472,Premium,11.97,2021-07-09,2023-08-26,India,59,Other,Mobile,6
JIO1473,Premium,12.01,2021-10-05,2023-10-21,UK,33,Male,Tablet,12
JIO1474,Premium,0.1,2021-11-24,2024-04-16,UK,24,Male,Tablet,1
JIO1475,Premium,6.83,2020-09-09,2023-06-28,USA,46,Female,Laptop,1
JIO1476,Free,9.25,2020-08-24,2024-08-15,UK,43,Male,Tablet,6
JIO1477,Basic,8.23,2022-01-14,2024-10-02,UK,41,Other,Laptop,1
JIO1478,Free,10.62,2021-12-19,2024-03-28,Australia,45,Male,Tablet,12
JIO1479,Premium,11.91,2021-04-02,2023-07-04,Australia,56,Other,Tablet,12
JIO1480,Free,1.71,2022-12-20,2023-05-25,Australia,40,Male,Tablet,6
JIO1481,Basic,6.39,2022-09-06,2024-09-01,Canada,41,Female,Smart TV,1
JIO1482,Premium,2.89,2020-08-29,2024-01-07,India,59,Female,Laptop,3
JIO1483,Free,4.57,2020-03-09,2023-05-18,UK,30,Female,Tablet,6
JIO1484,Basic,9.76,2020-12-01,2023-10-13,India,37,Male,Tablet,12
JIO1485,Premium,7.71,2021-01-06,2023-09-06,Australia,60,Other,Mobile,3
JIO1486,Free,2.06,2023-07-18,2023-12-07,Canada,20,Female,Mobile,12
JIO1487,Free,1.46,2022-06-25,2024-12-02,UK,37,Male,Smart TV,12
JIO1488,Premium,9.9,2021-01-07,2024-06-05,UK,24,Other,Tablet,6
JIO1489,Premium,14.7,2021-02-19,2024-04-28,Australia,43,Male,Tablet,3
JIO1490,Basic,12.49,2022-09-12,2024-11-17,Australia,27,Other,Mobile,6
JIO1491,Basic,10.54,2023-12-25,2024-07-29,India,53,Female,Smart TV,6
JIO1492,Free,5.98,2022-12-30,2023-06-23,UK,30,Male,Laptop,12
JIO1493,Premium,10.68,2022-08-19,2023-11-24,USA,32,Male,Smart TV,12
JIO1494,Premium,11.97,2021-04-26,2024-02-13,Australia,41,Male,Tablet,12
JIO1495,Free,14.69,2022-07-01,2024-01-26,USA,51,Female,Smart TV,1
JIO1496,Premium,14.71,2020-07-17,2024-10-12,Australia,60,Male,Laptop,6
JIO1497,Free,4.84,2023-09-14,2023-10-30,UK,42,Male,Laptop,6
JIO1498,Premium,2.6,2020-09-09,2024-04-25,USA,21,Female,Laptop,3
JIO1499,Free,1.83,2020-12-30,2024-01-05,USA,29,Female,Tablet,1
